title,movie_id,budget,genres,homepage,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline
A Streetcar Named Desire,963,1800000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1565, ""name"": ""loss of sense of reality""}, {""id"": 2102, ""name"": ""brother-in-law""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 11209, ""name"": ""middle aged woman""}, {""id"": 12980, ""name"": ""brother-in-law sister-in-law relationship""}, {""id"": 157131, ""name"": ""light bulb""}, {""id"": 160945, ""name"": ""expectant father""}, {""id"": 210284, ""name"": ""off screen rape""}]",en,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,14.884756,"[{""name"": ""Charles K. Feldman Group"", ""id"": 1317}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-09,8e6,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"...Blanche, who wanted so much to stay a lady..."
Travellers and Magicians,1726,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",http://www.travellersandmagicians.com/,"[{""id"": 4662, ""name"": ""illusion""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 33499, ""name"": ""bhutan""}, {""id"": 33500, ""name"": ""story in story""}, {""id"": 47019, ""name"": ""weaver""}, {""id"": 47020, ""name"": ""storytelling""}]",en,Travellers and Magicians,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",0.749699,"[{""name"": ""Prayer Flag Pictures"", ""id"": 72591}]","[{""iso_3166_1"": ""BT"", ""name"": ""Bhutan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",09-09,0,108,"[{""iso_639_1"": ""dz"", ""name"": """"}]",Released,The bitter and the sweet of temporary things.
Buffalo '66,2149,1500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 378, ""name"": ""prison""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 5887, ""name"": ""compulsive gambling""}]",en,Buffalo '66,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",10.009994,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-01,2375097,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.
Repo Man,1175,1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 387, ""name"": ""california""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 4934, ""name"": ""theory""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 8900, ""name"": ""rocker""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 164861, ""name"": ""repossession""}]",en,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",11.35344,"[{""name"": ""Edge City"", ""id"": 11463}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-02,23e5,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It’s 4 a.m. Do you know where your car is?
The Ballad of Jack and Rose,3714,1500000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 708, ""name"": ""runaway""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 33841, ""name"": ""incest""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156388, ""name"": ""environmentalism""}, {""id"": 156389, ""name"": ""diabetic""}, {""id"": 156390, ""name"": ""face slap""}, {""id"": 156391, ""name"": ""peeping tom""}, {""id"": 156392, ""name"": ""scythe""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Ballad of Jack and Rose,"Jack Slavin is an environmentalist with a heart condition who lives with his daughter, Rose, on an isolated island. While Jack fights against developers who wish to build in the area, he also craves more contact with other people. When he invites his girlfriend, Kathleen, and her sons, Rodney and Thaddius, to move in, Rose is upset. The complicated family dynamics makes things difficult for everyone in the house.",3.618646,"[{""name"": ""Elevation Filmworks"", ""id"": 1840}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IFC Productions"", ""id"": 26468}, {""name"": ""Jack and Rose Productions"", ""id"": 37334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-03,712294,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Selfhood begins with a walking away, and love is proved in the letting go."
Modern Times,1708,1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 5386, ""name"": ""tramp""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 7025, ""name"": ""industrial revolution""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 33619, ""name"": ""pardon""}, {""id"": 33620, ""name"": ""guilty""}]",en,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,28.27648,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Charles Chaplin Productions"", ""id"": 1315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-02,85e5,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!"
The Holy Girl,2856,1400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",NA,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 211572, ""name"": ""spanish movie""}]",es,La niña santa,"Amalia is an adolescent girl who is caught in the throes of her emerging sexuality and her deeply held passion for her Catholic faith. These two drives mingle when the visiting Dr. Jano takes advantage of a crowd to get inappropriately close to the girl. Repulsed by him but inspired by an inner burning, Amalia decides it is her God-given mission to save the doctor from his behavior, and she begins to stalk Dr. Jano, becoming a most unusual voyeur.",0.684881,"[{""name"": ""R&C Produzioni"", ""id"": 19385}, {""name"": ""Teodora Film"", ""id"": 65361}, {""name"": ""La Pasionaria S.r.l."", ""id"": 67703}]","[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",06-05,0,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,She is both temptation and salvation.
"Lock, Stock and Two Smoking Barrels",2178,1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,"[{""id"": 502, ""name"": ""ambush""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 4523, ""name"": ""joint""}, {""id"": 7149, ""name"": ""machismo""}, {""id"": 9227, ""name"": ""cocktail""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11362, ""name"": ""cockney accent""}, {""id"": 11488, ""name"": ""pot smoking""}, {""id"": 15394, ""name"": ""hatchet""}, {""id"": 15395, ""name"": ""antique""}, {""id"": 15396, ""name"": ""cardsharp""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 167542, ""name"": ""carjacking""}, {""id"": 207592, ""name"": ""piano""}, {""id"": 227944, ""name"": ""strip show""}, {""id"": 227945, ""name"": ""high stakes""}]",en,"Lock, Stock and Two Smoking Barrels",A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,16.032594,"[{""name"": ""Handmade Films Ltd."", ""id"": 146}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",05-03,3897569,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Disgrace to Criminals Everywhere.
Trees Lounge,2512,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 1010, ""name"": ""bar""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15111, ""name"": ""drinking""}]",en,Trees Lounge,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",3.443916,[],[],11-10,0,95,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
The Hebrew Hammer,297,1000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 10183, ""name"": ""independent film""}]",en,The Hebrew Hammer,A Jewish blaxploitation hero saves Hanukkah from the clutches of Santa Claus's evil son.,1.600797,"[{""name"": ""ContentFilm"", ""id"": 1420}, {""name"": ""Comedy Central Films"", ""id"": 7480}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-01,0,85,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,NA
Rebecca,2133,1288000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",NA,"[{""id"": 660, ""name"": ""monte carlo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 8079, ""name"": ""cornwall""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14769, ""name"": ""devotion""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 188990, ""name"": ""costume party""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 228602, ""name"": ""second wife""}]",en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-04,6e6,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The shadow of this woman darkened their love.
How Green Was My Valley,3582,1250000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 1209, ""name"": ""wales""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 164742, ""name"": ""coal mining""}]",en,How Green Was My Valley,"At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life. Lots of atmosphere, very sentimental view of pre-union miners' lives. The film is based on the 1939 Richard Llewellyn novel of the same name.",7.70019,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-10,6e6,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cy"", ""name"": ""Cymraeg""}]",Released,Millions Have Read This Great Novel... Millions more will see an even greater picture!
Saw,3713,1200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",NA,"[{""id"": 1366, ""name"": ""shotgun""}, {""id"": 13000, ""name"": ""based on short film""}, {""id"": 13125, ""name"": ""sadist""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 157367, ""name"": ""chained""}, {""id"": 157375, ""name"": ""bludgeoning""}, {""id"": 157376, ""name"": ""game of death""}]",en,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",63.655973,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}, {""name"": ""Saw Productions Inc."", ""id"": 55405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-10,103911669,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Live or die. Make your choice.
Monsoon Wedding,516,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 10540, ""name"": ""bollywood""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 220451, ""name"": ""wedding arranger""}, {""id"": 220453, ""name"": ""class system""}]",hi,Monsoon Wedding,From an exciting Indian wedding comes a relationship from two different times not only showing the modern but also the traditional. Different characters and stories interact with each other in director Mira Nair film where she used an Indian-American production to illustrate these themes modern day Indians are very familiar with.,8.109958,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Mirabai Films"", ""id"": 6235}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",30-08,0,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India."
Reservoir Dogs,175,1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 2052, ""name"": ""traitor""}, {""id"": 6099, ""name"": ""jewelry""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11071, ""name"": ""plan gone wrong""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 170313, ""name"": ""all male cast""}, {""id"": 171826, ""name"": ""told in flashback""}, {""id"": 177438, ""name"": ""heist gone wrong""}, {""id"": 201058, ""name"": ""foreshadowing""}, {""id"": 207784, ""name"": ""rendezvous""}, {""id"": 224552, ""name"": ""iconic""}, {""id"": 233069, ""name"": ""set in one room""}, {""id"": 233072, ""name"": ""uneasy alliance""}, {""id"": 233073, ""name"": ""rag tag group""}]",en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",66.925866,"[{""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Dog Eat Dog Productions Inc."", ""id"": 26198}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-09,14661007,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every dog has his day.
